商品マスタID,Mycaアプリ上でのID,商品名,商品名カナ,エキスパンション,カード番号,レアリティ,封入パック,キーワード,JANコード,表示順,ジャンル,カテゴリ,販売店舗価格,買取価格,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,800285195,オールデリート,,DMEX15,40/50,VR,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,280,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a040.jpg,,,,
,800285175,轟く革命 レッドギラゾーン,,DMEX15,36/50,SR,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,980,700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a036.jpg,,,,
,800285165,暗黒王デス・フェニックス,,DMEX15,34/50,SR,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,1280,1200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a034.jpg,,,,
,800285160,禁断の轟速 レッドゾーンX,,DMEX15,33/50,SR,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a033.jpg,,,,
,800285130,ボルメテウス・ホワイト・ドラゴン/ボルメテウス・レジェンド・フレア,,DMEX15,27/50,SR,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,780,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a027a.jpg,,,,
,800285110,アドミラル・クイーン,,DMEX15,23/50,SR,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a023.jpg,,,,
,800285105,神楯と天門と正義の決断,,DMEX15,22/50,SR,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a022.jpg,,,,
,800285095,Q.Q.QX./終葬 5.S.D.,,DMEX15,20/50,MAS,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,380,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a020a.jpg,,,,
,800285085,キングダム・オウ禍武斗/轟破天九十九語,,DMEX15,18/50,MAS,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,180,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a018a.jpg,,,,
,800285055,時の法皇 ミラダンテⅫ,,DMEX15,12/50,LEG,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,1480,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a012.jpg,,,,
,800285035,伝説の正体 ギュウジン丸,,DMEX15,8/50,LEG,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a008.jpg,,,,
,800285030,禁断機関 VV-8,,DMEX15,7/50,LEG,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,480,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a007.jpg,,,,
,800285015,勝利宣言 鬼丸「覇」,,DMEX15,4/50,VIC,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,1180,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a004.jpg,,,,
,800285000,無敵王剣 ギガハート/最強熱血 オウギンガ,,DMEX15,1/50,WVC,20周年超感謝メモリアルパック 魂の章 名場面BEST,,,,,,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmex15-a001a.jpg,,,,
,800282740,閃光の守護者ホーリー,,DMRP17,20B/20,R,王来篇 第1弾 王星伝説超動,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b20.jpg,,,,
,800282735,霞み妖精ジャスミン,,DMRP17,19B/20,C,王来篇 第1弾 王星伝説超動,,,,,,2180,1500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b19.jpg,,,,
,800282730,偽りの王 ヴィルヘルム,,DMRP17,18B/20,SR,王来篇 第1弾 王星伝説超動,,,,,,880,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b18.jpg,,,,
,800282720,超戦龍覇 モルトNEXT,,DMRP17,16B/20,WVC,王来篇 第1弾 王星伝説超動,,,,,,880,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b16.jpg,,,,
,800282715,ポクチンちん,,DMRP17,15B/20,SR,王来篇 第1弾 王星伝説超動,,,,,,780,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b15.jpg,,,,
,800282710,不滅の精霊パーフェクト・ギャラクシー,,DMRP17,14B/20,VR,王来篇 第1弾 王星伝説超動,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b14.jpg,,,,
,800282705,悪魔神ドルバロム,,DMRP17,13B/20,SR,王来篇 第1弾 王星伝説超動,,,,,,1780,1200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b13.jpg,,,,
,800282700,終末の時計 ザ・クロック,,DMRP17,12B/20,R,王来篇 第1弾 王星伝説超動,,,,,,680,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b12.jpg,,,,
,800282695,テック団の波壊Go!,,DMRP17,11B/20,R,王来篇 第1弾 王星伝説超動,,,,,,1080,800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b11.jpg,,,,
,800282690,龍風混成 ザーディクリカ,,DMRP17,10B/20,SR,王来篇 第1弾 王星伝説超動,,,,,,3080,2500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b10.jpg,,,,
,800282685,S・S・S,,DMRP17,9B/20,R,王来篇 第1弾 王星伝説超動,,,,,,1680,1200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b09.jpg,,,,
,800282680,ドンドン火噴くナウ,,DMRP17,8B/20,R,王来篇 第1弾 王星伝説超動,,,,,,980,700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b08.jpg,,,,
,800282675,フェアリー・Re:ライフ,,DMRP17,7B/20,C,王来篇 第1弾 王星伝説超動,,,,,,2180,1800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b07.jpg,,,,
,800282670,ゲンムエンペラー <デスザ.Star>,,DMRP17,6B/20,SR,王来篇 第1弾 王星伝説超動,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b06.jpg,,,,
,800282665,エナジー・Re:ライト,,DMRP17,5B/20,C,王来篇 第1弾 王星伝説超動,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b05.jpg,,,,
,800282660,「正義星帝」 <鬼羅.Star>,,DMRP17,4B/20,SR,王来篇 第1弾 王星伝説超動,,,,,,1180,900,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b04.jpg,,,,
,800282655,王来英雄 モモキングRX,,DMRP17,3B/20,KGM,王来篇 第1弾 王星伝説超動,,,,,,2480,1800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b03.jpg,,,,
,800282650,聖魔連結王 ドルファディロム,,DMRP17,2B/20,KGM,王来篇 第1弾 王星伝説超動,,,,,,7880,4000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b02.jpg,,,,
,800282645,ボルシャック・モモキングNEX,,DMRP17,1B/20,KGM,王来篇 第1弾 王星伝説超動,,,,,,2180,1800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-b01.jpg,,,,
,800282640,閃光の守護者ホーリー,,DMRP17,20A/20,R,王来篇 第1弾 王星伝説超動,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a20.jpg,,,,
,800282635,霞み妖精ジャスミン,,DMRP17,19A/20,C,王来篇 第1弾 王星伝説超動,,,,,,880,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a19.jpg,,,,
,800282630,偽りの王 ヴィルヘルム,,DMRP17,18A/20,SR,王来篇 第1弾 王星伝説超動,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a18.jpg,,,,
,800282625,“罰怒”ブランド,,DMRP17,17A/20,MAS,王来篇 第1弾 王星伝説超動,,,,,,380,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a17.jpg,,,,
,800282620,超戦龍覇 モルトNEXT,,DMRP17,16A/20,WVC,王来篇 第1弾 王星伝説超動,,,,,,680,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a16.jpg,,,,
,800282615,ポクチンちん,,DMRP17,15A/20,SR,王来篇 第1弾 王星伝説超動,,,,,,580,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a15.jpg,,,,
,800282610,不滅の精霊パーフェクト・ギャラクシー,,DMRP17,14A/20,VR,王来篇 第1弾 王星伝説超動,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a14.jpg,,,,
,800282605,悪魔神ドルバロム,,DMRP17,13A/20,SR,王来篇 第1弾 王星伝説超動,,,,,,680,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a13.jpg,,,,
,800282600,終末の時計 ザ・クロック,,DMRP17,12A/20,R,王来篇 第1弾 王星伝説超動,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a12.jpg,,,,
,800282595,テック団の波壊Go!,,DMRP17,11A/20,R,王来篇 第1弾 王星伝説超動,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a11.jpg,,,,
,800282590,龍風混成 ザーディクリカ,,DMRP17,10A/20,SR,王来篇 第1弾 王星伝説超動,,,,,,580,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a10.jpg,,,,
,800282585,S・S・S,,DMRP17,9A/20,R,王来篇 第1弾 王星伝説超動,,,,,,780,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a09.jpg,,,,
,800282580,ドンドン火噴くナウ,,DMRP17,8A/20,R,王来篇 第1弾 王星伝説超動,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a08.jpg,,,,
,800282575,フェアリー・Re:ライフ,,DMRP17,7A/20,C,王来篇 第1弾 王星伝説超動,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a07.jpg,,,,
,800282570,ゲンムエンペラー <デスザ.Star>,,DMRP17,6A/20,SR,王来篇 第1弾 王星伝説超動,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a06.jpg,,,,
,800282565,エナジー・Re:ライト,,DMRP17,5A/20,C,王来篇 第1弾 王星伝説超動,,,,,,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a05.jpg,,,,
,800282560,「正義星帝」 <鬼羅.Star>,,DMRP17,4A/20,SR,王来篇 第1弾 王星伝説超動,,,,,,680,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-a04.jpg,,,,
,800282555,王来英雄 モモキングRX,,DMRP17,3S/20,KGM,王来篇 第1弾 王星伝説超動,,,,,,9980,7000,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-17%2FDMRP-17_3S.jpg&w=256&q=75,,,,
,800282550,聖魔連結王 ドルファディロム,,DMRP17,2S/20,KGM,王来篇 第1弾 王星伝説超動,,,,,,30800,22000,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-17%2FDMRP-17_2S.jpg&w=256&q=75,,,,
,800282545,ボルシャック・モモキングNEX,,DMRP17,1S/20,KGM,王来篇 第1弾 王星伝説超動,,,,,,8480,7500,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMRP-17%2FDMRP-17_1S.jpg&w=256&q=75,,,,
,800282540,王来英雄 モモキングRX,,DMRP17,KM3/KM3,KGM,王来篇 第1弾 王星伝説超動,,,,,,280,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-km3.jpg,,,,
,800282520,偽槍縫合 ヴィルジャベリン,,DMRP17,S10/S11,SR,王来篇 第1弾 王星伝説超動,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-s10.jpg,,,,
,800282510,神龍連結 バラデスメタル,,DMRP17,S8/S11,SR,王来篇 第1弾 王星伝説超動,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-s08.jpg,,,,
,800282505,龍風混成 ザーディクリカ,,DMRP17,S7/S11,SR,王来篇 第1弾 王星伝説超動,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-s07.jpg,,,,
,800282050,Disカルセ・ドニー,,DMRP17,11/95,VR,王来篇 第1弾 王星伝説超動,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-011.jpg,,,,
,800282010,滅界の魔将バフォロメア,,DMRP17,3/95,VR,王来篇 第1弾 王星伝説超動,,,,,,280,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-003.jpg,,,,
,800282005,ネ申・マニフェスト,,DMRP17,2/95,VR,王来篇 第1弾 王星伝説超動,,,,,,480,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmrp17-002.jpg,,,,
,800281070,滅将連結 パギャラダイダ,,DMSD18,秘1/秘1,SR,キングマスタースタートデッキ ジェンドルのディスペクター,,,,,,7280,6000,,https://www.ka-nabell.com/img/card/card100228937_1.jpg,,,,
,800281045,勇愛の天秤,,DMSD18,10/14,U,キングマスタースタートデッキ ジェンドルのディスペクター,,,,,,180,100,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMSD-18%2FDMSD-18_10.jpg&w=256&q=75,,,,
,800281000,聖魔連結王 バロディアス,,DMSD18,45671,KGM,キングマスタースタートデッキ ジェンドルのディスペクター,,,,,,180,50,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FDMSD-18%2FDMSD-18_1.jpg&w=384&q=75,,,,
,800280070,モモキング -始丸-,,DMSD17,秘1/秘1,SR,キングマスタースタートデッキ ジョーのスター進化,,,,,,19800,15000,,https://files.cardrush.media/duel_masters/ocha_products/24252.webp?w=256&q=75,,,,
,800279480,禁断のモモキングダム,,Y20,CP8/Y20,PROMO,月刊コロコロコミック2021年9月号付録/王来篇フルコンプリートBOOK MAX付録,,,,,,100,50,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FY20%2FY20_CP8.jpg&w=384&q=75,,,,
,800279455,王来英雄 モモキングRX,,Y20,CP3c/Y20,KGM,月刊コロコロコミック2021年5月号付録「20周年記念!やったぜ!キングマスター確定パック!!」,,,,,,280,200,,https://pos.mycalinks.com/_next/image?url=https%3A%2F%2Fstatic.mycalinks.io%2Fapp%2Fitem%2Fimage%2FDM%2Fcard%2FY20%2FY20_CP3c.jpg&w=384&q=75,,,,
,800279425,聖霊龍騎サンブレード・NEX,,Y20,P87/Y20,PROMO,公認イベント「長州力MAXカップ」参加賞 2022 3/5～26,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-087.jpg,,,,
,800279420,百族の長 プチョヘンザ,,Y20,P86/Y20,PROMO,公認イベント「長州力MAXカップ」優勝者賞及びジャンケン大会優勝者賞,,,,,,3080,2700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-086.jpg,,,,
,800279415,ボルシャック・サイバーエクス,,Y20,P85/Y20,PROMO,コンビニエンスストア限定1BOX サンキューパック,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-085.jpg,,,,
,800279405,ボルシャック・スーパーヒーロー/超英雄タイム,,Y20,P83/Y20,PROMO,コンビニエンスストア限定1BOX サンキューパック,,,,,,1680,1300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-083.jpg,,,,
,800279400,超竜バジュラ,,Y20,P82/Y20,PROMO,コンビニエンスストア限定1BOX サンキューパック,,,,,,1080,800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-082.jpg,,,,
,800279395,月光電人オボロカゲロウ,,Y20,P81/Y20,PROMO,「デュエル・マスターズキング!」第3期EDテーマ「みんなといる世界」アニメ盤初回限定封入特典,,,,,,2180,1800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-081.jpg,,,,
,800279385,チャラ・ルピア,,Y20,P79/Y20,PROMO,11th.12th公認チャンピオンシップ リモートデュエマカップ,,,,,,3080,3000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-079.jpg,,,,
,800279380,とこしえの超人,,Y20,P78/Y20,PROMO,11th.12th公認チャンピオンシップ シールド戦上位8名贈呈賞品[2022 1/1～12/31],,,,,,30800,24000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-078.jpg,,,,
,800279375,無双龍騎 ボルバル・モモキング,,Y20,P77/Y20,PROMO,コンビニエンスストア限定1BOX サンキューパック,,,,,,1080,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-077.jpg,,,,
,800279370,神秘の石柱,,Y20,P76/Y20,PROMO,公認イベント「キャンベロ杯」参加賞パック 2022 2/19～2/27,,,,,,880,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-076.jpg,,,,
,800279365,ツッコミ英雄 マトモくん,,Y20,P75/Y20,PROMO,別冊コロコロコミック2022年4月号「アニコロコミック」付録,,,,,,0,1200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-075.jpg,,,,
,800279360,キャンベロ <レッゾ.Star>,,Y20,P74/Y20,PROMO,公認イベント「キャンベロ杯」参加賞パック 2022 2/19～2/27,,,,,,1080,800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-074.jpg,,,,
,800279350,ドンドン吸い込むナウ,,Y20,P72/Y20,PROMO,デュエル・マスターズキング第6巻付録,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-072.jpg,,,,
,800279345,フェアリー・Re:ライフ,,Y20,P70/Y20,PROMO,特別展「植物」コラボグッズ購入者特典,,,,,,380,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-070.jpg,,,,
,800279270,フェアリー・ソング,,Y20,P55/Y20,PROMO,デュエル・マスターズ カードグミ4,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-055.jpg,,,,
,800279260,勇愛の天秤,,Y20,P53/Y20,PROMO,デュエル・マスターズ カードグミ4,,,,,,180,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-053.jpg,,,,
,800279240,ブレイン・ストーム,,Y20,P49/Y20,PROMO,カードゲーマーvol.60付録,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-049.jpg,,,,
,800279235,霊宝 ヒャクメ-4,,Y20,P48/Y20,PROMO,公認イベント「デュエバトル」優勝者賞及びジャンケン大会優勝者賞 10/1～12/31,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-048.jpg,,,,
,800279215,うしおこまる,,Y20,P44/Y20,PROMO,DMフェスパック王来篇vol.3,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-044.jpg,,,,
,800279200,勝利宣言 鬼丸「覇」,,Y20,P41/Y20,PROMO,クレーンゲーム景品カードホルダー付属品,,,,,,1680,1200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-041.jpg,,,,
,800279195,ボルメテウス・サファイア・ドラゴン,,Y20,P40/Y20,PROMO,クレーンゲーム景品カードホルダー付属品,,,,,,880,600,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-040.jpg,,,,
,800279190,20thSP じーさん,,Y20,P39/Y20,PROMO,別冊コロコロコミック2021年8月号「じ～コロコミック」付録,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-039.jpg,,,,
,800279180,ファイナル・ストップ,,Y20,P37/Y20,PROMO,王来篇フルコンプリートBOOK付録,,,,,,2180,1800,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-037.jpg,,,,
,800279175,コッコ・ルピア GS,,Y20,P36/Y20,PROMO,王来篇フルコンプリートBOOK付録,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-036.jpg,,,,
,800279155,追憶人形ラビリピト,,Y20,P32/Y20,PROMO,11th公認チャンピオンシップ オリジナル及び2ブロック構築上位8名贈呈賞品[2022 1/1～6/30],,,,,,2180,1300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-032.jpg,,,,
,800279150,オラオラ・ジョーカーズ,,Y20,P31/Y20,PROMO,デュエル・マスターズキング第5巻付録,,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-031.jpg,,,,
,800279145,ディスタス・ゲート,,Y20,P30/Y20,PROMO,公認イベント「デュエバトル」優勝者賞及びジャンケン大会優勝者賞 7/1～9/30,,,,,,1380,900,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-030.jpg,,,,
,800279110,ジャスティス・フォース,,Y20,P23/Y20,PROMO,別冊コロコロコミック2021年8月号「じ～コロコミック」付録,,,,,,380,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-023.jpg,,,,
,800279100,A・A・A,,Y20,P21/Y20,PROMO,公認イベント「デュエバトル」優勝者賞及びジャンケン大会優勝者賞 2022 1/1～4/22,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-021.jpg,,,,
,800279095,Disメイデン,,Y20,P20/Y20,PROMO,DMフェスパック王来篇vol.4交換景品 2022 1/1～4/22,,,,,,180,50,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-020.jpg,,,,
,800279090,桜風妖精ステップル,,Y20,P19/Y20,PROMO,カードゲーマーvol.57付録,,,,,,980,700,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-019.jpg,,,,
,800279085,獅子王の遺跡,,Y20,P18/Y20,PROMO,11th公認チャンピオンシップ上位64名贈呈賞品[2022 1/1～6/30],,,,,,380,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-018.jpg,,,,
,800279080,怒流牙 サイゾウミスト,,Y20,P17/Y20,PROMO,11th公認チャンピオンシップ上位8名贈呈賞品[2022 1/1～6/30],,,,,,580,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-017.jpg,,,,
,800279075,勝利龍装 クラッシュ“覇道”,,Y20,P16/Y20,PROMO,11th公認チャンピオンシップ優勝者贈呈賞品[2022 1/1～6/30],,,,,,16800,10000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-016.jpg,,,,
,800279070,Disメイデン,,Y20,P15/Y20,PROMO,デュエマフェス ジャンケン大会優勝者賞 2022 1/1～4/22,,,,,,680,400,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-015.jpg,,,,
,800279065,とこしえの超人,,Y20,P14/Y20,PROMO,王来篇フルコンプリートBOOK MAX付録,,,,,,1380,1000,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-014.jpg,,,,
,800279005,蒼龍の大地,,Y20,P2/Y20,R,デュエル・マスターズキング第4巻付録,,,,,,780,500,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-002.jpg,,,,
,800279000,伝説の好敵手,,Y20,P1/Y20,PROMO,コロコロアニキ2021年春号付録,,,,,,380,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/promoy20-001.jpg,,,,
,800278035,「俺」の頂 ライオネル GS,,DMSP02,3/12,-,超獣王来烈伝,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmsp02-003.jpg,,,,
,800278025,神帝ルナティック・ゴッド GS,,DMSP02,6/12,-,超獣王来烈伝,,,,,,280,100,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmsp02-006.jpg,,,,
,800278015,破壊龍神ヘヴィ・デス・メタル GS,,DMSP02,4/12,-,超獣王来烈伝,,,,,,180,200,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmsp02-004.jpg,,,,
,800278005,ボルメテウス・ホワイト・ドラゴン GS,,DMSP02,2/12,-,超獣王来烈伝,,,,,,680,300,,https://dm.takaratomy.co.jp/wp-content/card/cardimage/dmsp02-002.jpg,,,,
,800277655,極悪!獄鬼夜城,,DMEX14,秘12/秘12,R,弩闘×十王 超ファイナルウォーズ!!!,,,,,,580,300,,https://files.cardrush.media/duel_masters/ocha_products/23780.webp?w=256&q=75,,,,
,800277650,弩闘!桃天守閣,,DMEX14,秘11/秘12,R,弩闘×十王 超ファイナルウォーズ!!!,,,,,,880,600,,https://files.cardrush.media/duel_masters/ocha_products/23779.webp?w=256&q=75,,,,
,800277645,大樹王 ギガンディダノス,,DMEX14,秘10/秘12,KGM,弩闘×十王 超ファイナルウォーズ!!!,,,,,,1380,1000,,https://files.cardrush.media/duel_masters/ocha_products/23778.webp?w=256&q=75,,,,
,800277640,月と破壊と魔王と天使,,DMEX14,秘9/秘12,KGM,弩闘×十王 超ファイナルウォーズ!!!,,,,,,680,600,,https://files.cardrush.media/duel_masters/ocha_products/23777.webp?w=256&q=75,,,,
,800277635,鬼ヶ覇王 ジャオウガ,,DMEX14,秘8/秘12,KGM,弩闘×十王 超ファイナルウォーズ!!!,,,,,,280,100,,https://files.cardrush.media/duel_masters/ocha_products/23776.webp?w=256&q=75,,,,
,800277630,メテヲシャワァ・ヲヲロラシアタァ,,DMEX14,秘7/秘12,KGM,弩闘×十王 超ファイナルウォーズ!!!,,,,,,880,600,,https://files.cardrush.media/duel_masters/ocha_products/23775.webp?w=256&q=75,,,,
,800277625,剛力羅王 ゴリオ・ブゴリ,,DMEX14,秘6/秘12,KGM,弩闘×十王 超ファイナルウォーズ!!!,,,,,,280,100,,https://files.cardrush.media/duel_masters/ocha_products/23774.webp?w=256&q=75,,,,
,800277620,∞龍 ゲンムエンペラー,,DMEX14,秘5/秘12,KGM,弩闘×十王 超ファイナルウォーズ!!!,,,,,,6680,4500,,https://files.cardrush.media/duel_masters/ocha_products/23773.webp?w=256&q=75,,,,
,800277615,キング・マニフェスト,,DMEX14,秘4/秘12,KGM,弩闘×十王 超ファイナルウォーズ!!!,,,,,,780,500,,https://files.cardrush.media/duel_masters/ocha_products/23772.webp?w=256&q=75,,,,
,800277610,勝熱英雄 モモキング,,DMEX14,秘3/秘12,KGM,弩闘×十王 超ファイナルウォーズ!!!,,,,,,380,200,,https://files.cardrush.media/duel_masters/ocha_products/23771.webp?w=256&q=75,,,,
,800277605,「正義帝」,,DMEX14,秘2/秘12,KGM,弩闘×十王 超ファイナルウォーズ!!!,,,,,,100,300,,https://files.cardrush.media/duel_masters/ocha_products/23770.webp?w=256&q=75,,,,
